alpha,v_weight,runs,failures,all_frames_finite,objective_increase_count,max_abs_coordinate_ever_li,Stress_mean,Stress_sd,VR_mean,VR_sd,MAE_mean_rad,MAE_sd_rad,RMSE_test_mean_km,RMSE_test_sd_km
-2.0,0.01,10,0,True,0,2864.3875698663333,0.026190952860679666,0.0010519889167291848,0.013636363636363618,0.01916531915253561,0.10211316611065484,0.20849554967867714,238.36929331216433,27.96994552393846
-1.5,0.03162277660168379,10,0,True,155,2834.685510527374,0.0661292790531912,0.001094932260385684,0.00909090909090908,0.02195663143362033,0.09076489868972876,0.2783177546403604,278.11816170279485,6.759004963505607
-1.0,0.1,10,0,True,0,2734.910220692368,0.14032491910575468,0.0016467564510209269,0.01136363636363635,0.022086938995626106,0.07895158963997151,0.2409020671100765,297.65898865969456,2.991129208077804
-0.5,0.31622776601683794,10,0,True,0,2510.407163615398,0.239958363656039,0.0008644548653895121,0.006818181818181809,0.01097831571681017,0.0017637042230356198,0.0034734077842572065,318.8065527769754,2.4589316365961627
0.0,1.0,10,0,True,468,2251.987224017824,0.39373361444483856,0.025167915078025845,0.013636363636363618,0.01173631317032549,0.5167359561113948,0.4466147970269726,324.1564629099469,4.384268133749321
