alpha,beta,w_dis,w_dir,w_reg,fold_id,heldout_group,train_anchor_label,test_labels,seed,E_distance_stress,E_direction_vr,RMSE_anchor_km,wrong_dir_count,last_raw_stress_trace
0.0,-1.0,1.0,1.0,0.1,0,0,龜茲,鄯善|于闐,0,0.004769769843075834,0.49056603773584906,955.6572736770779,26.0,25.10812367926619
0.0,-1.0,1.0,1.0,0.1,0,0,龜茲,鄯善|于闐,1,0.004755473239073844,0.4716981132075472,957.8999929407788,25.0,25.06607037050572
0.0,-1.0,1.0,1.0,0.1,1,1,鄯善,龜茲|車師前,0,0.004747977620470091,0.41509433962264153,852.96961110145,22.0,25.08085907747326
0.0,-1.0,1.0,1.0,0.1,1,1,鄯善,龜茲|車師前,1,0.004978936086244307,0.7547169811320755,911.7780585135997,40.0,25.18732056658989
0.0,-0.5,1.0,1.0,0.31622776601683794,0,0,龜茲,鄯善|于闐,0,0.005202816730294676,0.41509433962264153,957.8129628668158,22.0,25.802258275190017
0.0,-0.5,1.0,1.0,0.31622776601683794,0,0,龜茲,鄯善|于闐,1,0.005365139870818,0.4339622641509434,989.964760646194,23.0,25.722636882727734
0.0,-0.5,1.0,1.0,0.31622776601683794,1,1,鄯善,龜茲|車師前,0,0.005353049213175991,0.39622641509433965,865.7085182098992,21.0,25.476536368396673
0.0,-0.5,1.0,1.0,0.31622776601683794,1,1,鄯善,龜茲|車師前,1,0.005672389734549288,0.7924528301886793,920.647011237937,42.0,26.005767075368116
0.0,0.0,1.0,1.0,1.0,0,0,龜茲,鄯善|于闐,0,0.008741712039946448,0.4528301886792453,1025.8437956266446,24.0,28.108088545123987
0.0,0.0,1.0,1.0,1.0,0,0,龜茲,鄯善|于闐,1,0.008346485946108607,0.33962264150943394,1096.731972028185,18.0,28.57988815609543
0.0,0.0,1.0,1.0,1.0,1,1,鄯善,龜茲|車師前,0,0.010169899744614611,0.33962264150943394,862.2762769700045,18.0,28.18624866499449
0.0,0.0,1.0,1.0,1.0,1,1,鄯善,龜茲|車師前,1,0.00939552462186289,0.8113207547169812,986.5565219474262,43.0,27.564649672593223
0.0,0.5,1.0,1.0,3.1622776601683795,0,0,龜茲,鄯善|于闐,0,0.021278758236973293,0.4528301886792453,1022.5114202719931,24.0,36.373968245371294
0.0,0.5,1.0,1.0,3.1622776601683795,0,0,龜茲,鄯善|于闐,1,0.021830390759230083,0.37735849056603776,1088.7680481572434,20.0,38.19513679262825
0.0,0.5,1.0,1.0,3.1622776601683795,1,1,鄯善,龜茲|車師前,0,0.022145554469183083,0.37735849056603776,891.6214615488647,20.0,37.11472885156287
0.0,0.5,1.0,1.0,3.1622776601683795,1,1,鄯善,龜茲|車師前,1,0.02288870420432674,0.6792452830188679,1053.7365941778423,36.0,37.48753430851866
0.0,1.0,1.0,1.0,10.0,0,0,龜茲,鄯善|于闐,0,0.055326876284224315,0.4339622641509434,962.7772185732221,23.0,70.09862570782488
0.0,1.0,1.0,1.0,10.0,0,0,龜茲,鄯善|于闐,1,0.05559480126954134,0.4339622641509434,955.153096248834,23.0,68.70066147691101
0.0,1.0,1.0,1.0,10.0,1,1,鄯善,龜茲|車師前,0,0.05964222223387241,0.3584905660377358,895.2409447422489,19.0,70.5758549451238
0.0,1.0,1.0,1.0,10.0,1,1,鄯善,龜茲|車師前,1,0.060999184584918806,0.6037735849056604,996.8731648090308,32.0,73.39060728076232
0.0,1.5,1.0,1.0,31.622776601683793,0,0,龜茲,鄯善|于闐,0,0.13605234786117676,0.49056603773584906,1099.1037401638746,26.0,229.16127308029317
0.0,1.5,1.0,1.0,31.622776601683793,0,0,龜茲,鄯善|于闐,1,0.13432209827949784,0.4716981132075472,1096.2170120318392,25.0,223.2406779653603
0.0,1.5,1.0,1.0,31.622776601683793,1,1,鄯善,龜茲|車師前,0,0.14561318262136944,0.20754716981132076,621.1616314917158,11.0,210.5227092642904
0.0,1.5,1.0,1.0,31.622776601683793,1,1,鄯善,龜茲|車師前,1,0.14245313528562245,0.39622641509433965,983.8093258862167,21.0,211.79036930049313
0.0,2.0,1.0,1.0,100.0,0,0,龜茲,鄯善|于闐,0,0.27986424739132043,0.5094339622641509,1214.1745566746988,27.0,1032.0125235920161
0.0,2.0,1.0,1.0,100.0,0,0,龜茲,鄯善|于闐,1,0.2790054606719872,0.4716981132075472,1228.9995362862282,25.0,907.0925927934628
0.0,2.0,1.0,1.0,100.0,1,1,鄯善,龜茲|車師前,0,0.28634993482445603,0.24528301886792453,602.618639064628,13.0,692.7599292020371
0.0,2.0,1.0,1.0,100.0,1,1,鄯善,龜茲|車師前,1,0.28920444337222206,0.20754716981132076,583.4959946204154,11.0,736.6247183913154
0.5,-1.0,1.0,3.1622776601683795,0.1,0,0,龜茲,鄯善|于闐,0,0.00489977010482035,0.5283018867924528,913.7631843438853,28.0,25.194299898776833
